MS,MS Name,CCI,Programme Title,Fund,Category of region,Year,Net Planned EU Amount,Cumulative initial pre-financing,Cumulative additional initial pre-financing,Recovery of initial pre-financing,Cumulative annual pre-financing,Pre-financing covered by expenditure,Recovery of annual pre-financing,Net pre-financing,Cumulative interim payments,Recovery of expenses,Net interim payments,Total net payments,EU payment rate,EU Payment Rate on Planned EU Amount
ES,Spain,2014ES16RFSM001,SME Initiative - ES - ERDF,ERDF,Transition,2016,161795836.00,5662854.26,0.00,0.00,3235916.72,0.00,0.00,8898770.98,136033904.87,0.00,136033904.87,144932675.85,89.58,89.58
SE,Sweden,2014SE16RFOP007,Central Norrland - ERDF,ERDF,Outermost or Northern Sparsely Populated,2018,87237475.00,2453554.02,0.00,0.00,6031653.65,547264.86,3235297.60,4702645.21,28970162.84,0.00,29517427.70,34220072.91,39.23,39.23
GR,Greece,2014GR16M3TA001,Technical assistance - GR - ERDF/ESF/CF,ESF,Less developed,2016,43322962.00,1913674.29,3348930.00,0.00,956837.14,0.00,0.00,6219441.43,8365963.27,0.00,8365963.27,14585404.70,33.67,33.67
ES,Spain,2014ES05M9OP001,Youth Employment - ES - ESF/YEI,ESF,More developed,2014,271328670.00,3825734.25,0.00,0.00,0.00,0.00,0.00,3825734.25,0.00,0.00,0.00,3825734.25,1.41,1.41
IT,Italy,2014IT16RFOP012,Lombardia - ERDF,ERDF,More developed,2018,485237258.00,13683690.69,0.00,0.00,33639072.94,1670532.89,19425156.92,26227073.82,66003266.39,0.00,67673799.28,93900873.10,19.35,19.35
SK,Slovakia,2014SK05M0OP001,Human Resources - SK - ESF/ERDF/YEI,ESF,Less developed,2017,1709690287.00,49713266.07,0.00,0.00,76641285.19,0.00,33142177.38,93212373.88,218109260.82,0.00,218109260.82,311321634.70,18.21,18.21
IT,Italy,2014IT16RFOP014,Piemonte - ERDF,ERDF,More developed,2023,482922370.00,13618410.84,0.00,0.00,89123323.41,31437798.64,41221335.76,30082599.85,421401971.51,0.00,452839770.15,482922370.00,100.00,100.00
BG,Bulgaria,2014BG16M1OP001,Transport and transport infrastructure - BG - ERDF/CF,CF,,2019,1144687261.00,32280180.75,0.00,0.00,110290617.57,9321066.29,70034378.06,63215353.97,184033393.29,0.00,193354459.58,256569813.55,22.41,22.41
PT,Portugal,2014PT05FMOP001,FEAD - Portugal,FEAD,,2021,176946201.00,19464082.11,0.00,0.00,0.00,0.00,0.00,19464082.11,102563689.20,0.00,102563689.20,122027771.31,68.96,68.96
CY,Cyprus,2014CY14MFOP001,Maritime and Fisheries - Cyprus,EMFF,,2021,39715209.00,1493291.88,0.00,0.00,5740833.55,931363.61,3362760.76,2940001.06,16077808.31,315425.48,16693746.44,19633747.50,49.44,49.44
FR,France,2014FR16M2OP005,Franche-Comté et Jura - ERDF/ESF,ESF,Transition,2019,33572613.00,946747.68,0.00,0.00,3234721.24,224203.25,2103218.13,1854047.54,8129258.65,25166.49,8328295.41,10182342.95,30.33,30.33
FR,France,2014FR16M0OP004,Champagne-Ardenne - ERDF/ESF/YEI,YEI ESF Matching Component,,2016,5301635.00,159049.05,0.00,0.00,106032.70,0.00,0.00,265081.75,930893.69,0.00,930893.69,1195975.44,22.56,22.56
DE,Germany,2014DE16RFOP014,Schleswig-Holstein - ERDF,ERDF,More developed,2023,271244600.00,7649097.72,0.00,0.00,50058190.95,12338217.01,26526405.82,18842665.84,217608660.12,0.00,229946877.13,248789542.97,91.72,91.72
ES,Spain,2014ES05M9OP001,Youth Employment - ES - ESF/YEI,ESF,Transition,2023,314396392.00,6165929.21,0.00,0.00,60292744.08,5602767.93,45479763.63,15376141.73,165696089.21,752960.72,170545896.42,185922038.15,59.14,59.14
HR,Croatia,2014HR16M1OP001,Competitiveness and Cohesion  - HR - ERDF/CF,ERDF,Less developed,2021,4700499588.00,121866288.39,0.00,0.00,632252765.51,133901069.14,342970997.70,277246987.06,2459505513.75,0.00,2593406582.89,2870653569.95,61.07,61.07
ES,Spain,2014ES05SFOP011,País Vasco - ESF,ESF,More developed,2021,54735444.00,1780515.77,0.00,0.00,7869274.83,1752111.76,5022454.19,2875224.65,42543718.36,0.00,44295830.12,47171054.77,86.18,86.18
FR,France,2014FR05M0OP001,Île-de-France et Seine - ESF/ERDF/YEI,ERDF,Transition,2017,5292000.00,149234.40,0.00,0.00,230069.70,0.00,99489.60,279814.50,461530.31,0.00,461530.31,741344.81,14.01,14.01
TC,Interreg,2014TC16RFTN008,Interreg V-B - Caribbean Area,ERDF,,2017,64292905.00,1928787.15,0.00,0.00,2973546.87,0.00,1285858.10,3616475.92,0.00,0.00,0.00,3616475.92,5.63,5.63
FR,France,2014FR16M0OP005,Haute-Normandie - ERDF/ESF/YEI,YEI Specific Allocation,,2019,12164363.00,238526.43,2305755.49,0.00,1051973.67,301732.28,400515.95,2894007.36,6077574.59,0.00,6379306.87,9273314.23,76.23,76.23
IT,Italy,2014IT05M2OP001,Education - IT - ESF/ERDF,ERDF,Less developed,2023,264249965.00,9337498.95,0.00,0.00,57095618.26,16838409.72,28049845.87,21544861.62,188860293.65,0.00,205698703.37,227243564.99,86.00,86.00
CZ,Czechia,2014CZ05M2OP001,Research Development and Education - CZ - ESF/ERDF,ERDF,Less developed,2022,1378997665.00,38887734.12,0.00,0.00,226914065.63,84652922.48,100589624.04,80559253.23,1090933129.37,0.00,1175586051.85,1256145305.08,91.09,91.09
FR,France,2014FR16M2OP001,Basse-Normandie - ERDF/ESF,ERDF,Transition,2021,185218606.00,5273417.10,0.00,0.00,26995297.65,4031089.61,15422738.41,12814886.73,96218900.53,1700985.77,98549004.37,111363891.10,60.13,60.13
CZ,Czechia,2014CZ05FMOP001,FEAD - Czech Republic,FEAD,,2017,23329849.00,2566283.39,0.00,0.00,0.00,0.00,0.00,2566283.39,1075278.51,0.00,1075278.51,3641561.90,15.61,15.61
TC,Interreg,2014TC16RFCB054,Interreg V-A - Slovenia-Austria,ERDF,,2021,47988355.00,1439650.65,0.00,0.00,7318224.14,1850941.86,3823072.02,3083860.91,30885375.31,0.00,32736317.17,35820178.08,74.64,74.64
HU,Hungary,2014HU16M1OP003,Integrated Transport - HU - ERDF/CF,CF,,2020,2700708949.00,76159992.36,0.00,0.00,336373299.60,0.00,187226647.89,225306644.07,2490322890.74,670235283.92,1820087606.82,2045394250.89,75.74,75.74
GR,Greece,2014GR16M2OP004,Epirus - ERDF/ESF,ESF,Less developed,2015,34176723.00,962330.80,1122719.26,0.00,0.00,0.00,0.00,2085050.06,0.00,0.00,0.00,2085050.06,6.10,6.10
SE,Sweden,2014SE16RFOP009,National fund for investments in growth and jobs - ERDF,ERDF,More developed,2015,133244750.00,2505001.24,0.00,0.00,0.00,0.00,0.00,2505001.24,0.00,0.00,0.00,2505001.24,1.88,1.88
HU,Hungary,2014HU16M2OP002,Competitive Central-Hungary  - ERDF/ESF,ERDF,More developed,2017,257829746.00,7270798.83,0.00,0.00,11209148.20,0.00,4847199.22,13632747.81,12140614.48,0.00,12140614.48,25773362.29,10.00,10.00
ES,Spain,2014ES05M9OP001,Youth Employment - ES - ESF/YEI,YEI ESF Matching Component,,2014,943496315.00,14152444.73,0.00,0.00,0.00,0.00,0.00,14152444.73,0.00,0.00,0.00,14152444.73,1.50,1.50
FR,France,2014FR16M0OP015,Lorraine et Vosges - ERDF/ESF/YEI,ESF,Transition,2017,68979202.00,2024511.87,0.00,0.00,3121122.47,0.00,1349674.58,3795959.76,5077974.23,0.00,5077974.23,8873933.99,12.86,12.86
UK,United Kingdom,2014UK05SFOP005,Gibraltar - ESF,ESF,More developed,2018,4841342.00,136525.83,0.00,0.00,335626.00,20137.76,190339.56,261674.51,502184.42,0.00,522322.18,783996.69,16.19,16.19
TC,Interreg,2014TC16RFCB018,Interreg V-A - Poland-Germany/Sachsen,ERDF,,2017,70000069.00,2100002.07,0.00,0.00,3237503.20,0.00,1400001.38,3937503.89,3332851.98,0.00,3332851.98,7270355.87,10.39,10.39
DE,Germany,2014DE16RFOP008,Mecklenburg-Vorpommern  - ERDF,ERDF,Transition,2014,967806184.00,9097378.13,0.00,0.00,0.00,0.00,0.00,9097378.13,0.00,0.00,0.00,9097378.13,0.94,0.94
TC,Interreg,2014TC16M4TN002,Interreg V-B - Adriatic-Ionian,IPAE,,2019,15688887.00,470666.61,0.00,0.00,1608110.91,0.00,1157055.41,921722.11,1452850.47,0.00,1452850.47,2374572.58,15.14,15.14
FR,France,2014FR16M0OP002,Auvergne - ERDF/ESF/YEI,YEI Specific Allocation,,2017,6069483.00,182084.49,1760150.07,0.00,280713.59,27243.30,94146.36,2101558.49,1941399.56,0.00,1968642.86,4070201.35,67.06,67.06
NL,Netherlands,2014NL05SFOP001,Netherlands - ESF,ESF,More developed,2021,510282703.00,14306374.02,0.00,0.00,73632484.09,21941553.65,35701701.19,30295603.27,323300688.17,0.00,345242241.82,375537845.09,73.59,73.59
DE,Germany,2014DE05SFOP012,Sachsen - ESF,ESF,More developed,2019,100043215.00,2821218.66,0.00,0.00,9639163.75,1649618.34,5285877.53,5524886.54,37989444.48,0.00,39639062.82,45163949.36,45.14,45.14
GR,Greece,2014GR05M9OP001,Human Resources Development Education and Lifelong Learning - GR - ESF/YEI,YEI Specific Allocation,,2020,256178865.00,6860681.17,48882353.27,0.00,29672187.74,1924622.83,13183398.61,70307200.74,105142805.89,4148291.41,102919137.31,173226338.05,67.62,67.62
IT,Italy,2014IT16RFOP003,Enterprises and Competitiveness - IT - ERDF,ERDF,REACT-EU,2023,2195550000.00,242182500.00,0.00,0.00,55531000.00,11620000.00,0.00,286093500.00,1254723748.25,0.00,1266343748.25,1552437248.25,70.71,70.71
IT,Italy,2014IT16RFOP005,Bolzano - ERDF,ERDF,More developed,2016,68310599.00,1926358.89,0.00,0.00,1284239.26,0.00,0.00,3210598.15,0.00,0.00,0.00,3210598.15,4.70,4.70
SI,Slovenia,2014SI16MAOP001,EU Cohesion Policy - SI - ERDF/ESF/CF/YEI,ERDF,More developed,2022,509292519.00,14336249.88,0.00,0.00,73578459.93,13838729.88,47213866.62,26862113.31,462123783.33,3089607.44,472872905.77,499735019.08,98.12,98.12
TC,Interreg,2014TC16I5CB010,IPA CBC Greece - Albania,IPAE,,2015,17982611.00,1302370.00,0.00,0.00,0.00,0.00,0.00,1302370.00,0.00,0.00,0.00,1302370.00,7.24,7.24
FR,France,2014FR16M0OP004,Champagne-Ardenne - ERDF/ESF/YEI,YEI,,2019,18610240.00,318098.10,1537474.15,0.00,1432882.60,739104.48,212065.40,2337284.97,11451537.58,0.00,12190642.06,14527927.03,78.06,78.06
PL,Poland,2014PL16M2OP013,Świętokrzyskie Voivodeship - ERDF/ESF,ERDF,Less developed,2018,980704066.00,27655854.66,0.00,0.00,67987309.38,143766.13,42492343.14,53007054.77,120206674.98,0.00,120350441.11,173357495.88,17.68,17.68
RO,Romania,2014RO05FMOP001,FEAD - Romania,FEAD,,2018,441013044.00,48511434.84,0.00,0.00,0.00,0.00,0.00,48511434.84,69261821.32,0.00,69261821.32,117773256.16,26.71,26.71
ES,Spain,2014ES16RFSM001,SME Initiative - ES - ERDF,ERDF,More developed,2016,562479232.00,19686773.12,0.00,0.00,11249584.64,0.00,0.00,30936357.76,466659256.87,0.00,466659256.87,497595614.63,88.46,88.46
ES,Spain,2014ES05SFOP008,Ceuta  - ESF,ESF,More developed,2019,10543817.00,339590.06,0.00,0.00,1000511.42,0.00,715564.76,624536.72,3876060.27,0.00,3876060.27,4500596.99,42.68,42.68
TC,Interreg,2014TC16I5CB005,IPA CBC Bulgaria - Turkey,IPAE,,2021,12598230.00,2603893.50,0.00,0.00,0.00,0.00,0.00,2603893.50,6740603.93,0.00,6740603.93,9344497.43,74.17,74.17
TC,Interreg,2014TC16I5CB006,IPA CBC Bulgaria – Republic of North Macedonia,IPAE-contribution from ERDF,,2017,8271217.00,1709555.00,0.00,0.00,0.00,0.00,0.00,1709555.00,176129.63,0.00,176129.63,1885684.63,22.80,22.80
LV,Latvia,2014LV16MAOP001,Growth and Employment - LV - ERDF/ESF/CF/YEI,ESF,REACT-EU,2023,22489087.00,3091630.80,0.00,0.00,1274216.62,0.00,824434.88,3541412.54,18698126.10,0.00,18698126.10,22239538.64,98.89,98.89
RO,Romania,2014RO16RFTA001,Technical Assistance - RO - ERDF,ERDF,More developed,2021,12595319.00,490212.77,0.00,0.00,1875736.14,740149.61,679936.53,945862.77,9521749.62,0.00,10261899.23,11207762.00,88.98,88.98
TC,Interreg,2014TC16RFCB050,Interreg V-A - Estonia-Latvia,ERDF,,2020,38933803.00,1140620.52,0.00,0.00,5091386.38,94312.19,2709713.26,3427981.45,26365617.76,0.00,26459929.95,29887911.40,76.77,76.77
PT,Portugal,2014PT16M2OP001,Norte - ERDF/ESF,ESF,Less developed,2021,567134982.00,19179587.42,0.00,0.00,88203462.74,8671185.17,54365595.34,44346269.65,298976918.57,0.00,307648103.74,351994373.39,62.07,62.07
PL,Poland,2014PL16M2OP009,Podkarpackie Voivodeship - ERDF/ESF,ERDF,Less developed,2019,1519517194.00,42850384.86,0.00,0.00,146405481.62,22868300.59,82472228.87,83915337.02,630103170.18,0.00,652971470.77,736886807.79,48.49,48.49
GR,Greece,2014GR05M2OP001,Reform of the Public Sector - GR - ESF/ERDF,ESF,REACT-EU,2022,100000000.00,15000000.00,0.00,0.00,2000000.00,0.00,0.00,17000000.00,39451664.88,0.00,39451664.88,56451664.88,56.45,56.45
SE,Sweden,2014SE16RFOP003,West Sweden - ERDF,ERDF,More developed,2022,55221051.00,1579688.52,0.00,0.00,9121241.45,3582812.19,3525664.53,3592453.25,41139464.93,0.00,44722277.12,48314730.37,87.49,87.49
RO,Romania,2014RO06RDNP001,Romania - National Rural Development,EAFRD,,2016,8127996402.00,325119856.08,0.00,0.00,0.00,0.00,0.00,325119856.08,524017099.19,0.00,524017099.19,849136955.27,10.45,10.45
FR,France,2014FR16M2OP009,Poitou-Charentes - ERDF/ESF,ERDF,Transition,2022,222973695.00,6287858.19,0.00,0.00,36690321.48,10129569.95,19388737.09,13459872.63,155842085.75,672706.62,165298949.08,178758821.71,80.17,80.17
FR,France,2014FR16M0OP015,Lorraine et Vosges - ERDF/ESF/YEI,YEI ESF Matching Component,,2020,2923613.00,0.00,0.00,0.00,105813.51,0.00,32670.03,73143.48,1169653.50,0.00,1169653.50,1242796.98,42.51,42.51
FR,France,2014FR16M0OP006,Languedoc-Roussillon - ERDF/ESF/YEI,YEI,,2020,41898926.00,821677.98,3971443.57,0.00,4845360.56,1013735.32,1713539.02,6911207.77,11897636.80,0.00,12911372.12,19822579.89,47.31,47.31
PL,Poland,2014PL16M2OP008,Opolskie Voivodeship - ERDF/ESF,ESF,Less developed,2019,265814879.00,7495979.58,0.00,0.00,25611263.57,3362073.04,15065543.43,14679626.68,85624176.55,0.00,88986249.59,103665876.27,39.00,39.00
TC,Interreg,2014TC16RFCB040,Interreg V-A - France-United Kingdom (Manche),ERDF,,2021,223046948.00,6691408.44,0.00,0.00,34014659.57,3097979.78,20979947.90,16628140.33,86131661.22,0.00,89229641.00,105857781.33,47.46,47.46
SK,Slovakia,2014SK05M0OP001,Human Resources - SK - ESF/ERDF/YEI,ERDF,Less developed,2021,220707577.00,6861227.31,0.00,0.00,34717905.50,1919183.08,22543052.92,17116896.81,46948947.77,0.00,48868130.85,65985027.66,29.90,29.90
DE,Germany,2014DE16RFOP013,Sachsen-Anhalt - ERDF,ERDF,Transition,2018,1427495230.00,40255365.48,0.00,0.00,98961106.82,0.00,62060355.13,77156117.17,80552059.55,0.00,80552059.55,157708176.72,11.05,11.05
FR,France,2014FR16M0OP005,Haute-Normandie - ERDF/ESF/YEI,ERDF,More developed,2020,223578976.00,6380080.14,0.00,0.00,28178687.29,2657065.60,14382797.13,17518904.70,82790392.53,0.00,85447458.13,102966362.83,46.05,46.05
RO,Romania,2014RO05M9OP001,Human Capital - RO - ESF/YEI,ESF,More developed,2022,160145851.00,6515444.88,0.00,0.00,27988245.21,8656945.80,15962181.28,9884563.01,99603633.07,0.00,108260578.87,118145141.88,73.77,73.77
DE,Germany,2014DE05SFOP003,Baden-Württemberg - ESF,ESF,REACT-EU,2022,113003151.00,12907813.05,0.00,0.00,3981104.76,0.00,1721041.74,15167876.07,19368650.11,0.00,19368650.11,34536526.18,30.56,30.56
ES,Spain,2014ES05SFOP014,Canarias - ESF,ESF,Transition,2022,173436213.00,5343743.34,0.00,0.00,28761260.16,5503753.54,16463055.92,12138194.04,91517969.14,0.00,97021722.68,109159916.72,62.94,62.94
ES,Spain,2014ES16RFOP012,Ceuta  - ERDF,ERDF,More developed,2018,45377141.00,1436832.25,0.00,0.00,3069700.55,0.00,1898671.18,2607861.62,1554529.38,0.00,1554529.38,4162391.00,9.17,9.17
PL,Poland,2014PL16M2OP011,Pomorskie Voivodeship - ERDF/ESF,ESF,Less developed,2015,524562530.00,9861775.56,0.00,0.00,0.00,0.00,0.00,9861775.56,0.00,0.00,0.00,9861775.56,1.88,1.88
BE,Belgium,2014BE16RFOP002,Flanders - ERDF,ERDF,More developed,2018,175592099.00,4894540.29,0.00,0.00,12084805.34,57771.07,7487978.54,9433596.02,32077680.04,0.00,32135451.11,41569047.13,23.67,23.67
FR,France,2014FR05M9OP002,Alsace - ESF/YEI,ESF,More developed,2019,41766796.00,1304320.77,0.00,0.00,4219247.12,457525.04,2632974.46,2433068.39,14144109.86,0.00,14601634.90,17034703.29,40.79,40.79
PL,Poland,2014PL16M2OP007,Mazowieckie Voivodeship - ERDF/ESF,ERDF,REACT-EU,2023,29848647.00,11271401.10,0.00,0.00,1097924.10,0.00,500951.16,11868374.04,13289742.74,0.00,13289742.74,25158116.78,84.29,84.29
HU,Hungary,2014HU16M0OP001,Economic Development and Innovation Programme - HU - ERDF/ESF/YEI,YEI ESF Matching Component,,2017,49765356.00,1492960.68,0.00,0.00,2301647.72,454161.60,541145.52,2799301.28,31268285.67,0.00,31722447.27,34521748.55,69.37,69.37
GR,Greece,2014GR16M1OP001,Transport Infrastructure Environment and Sustainable Development - GR - ERDF/CF,CF,,2023,2714567293.00,119348967.76,208860693.58,0.00,560302352.28,72965967.13,358018469.91,457527576.58,2210051330.84,25977581.55,2257039716.42,2714567293.00,100.00,100.00
PL,Poland,2014PL16M2OP015,Wielkopolskie Voivodeship - ERDF/ESF,ERDF,REACT-EU,2023,34028091.00,12849636.15,0.00,0.00,1251656.76,0.00,571094.94,13530197.97,18413196.19,0.00,18413196.19,31943394.16,93.87,93.87
PL,Poland,2014PL16M2OP014,Warmińsko-Mazurskie Voivodeship - ERDF/ESF,ERDF,Less developed,2020,1242117496.00,35027713.41,0.00,0.00,154705734.23,23973416.87,80107319.61,85652711.16,569729277.87,0.00,593702694.74,679355405.90,54.69,54.69
IT,Italy,2014IT05SFOP007,Lombardia  - ESF,ESF,More developed,2021,485237258.00,13683690.69,0.00,0.00,70141045.71,13883046.72,33439716.92,36501972.76,392931765.89,0.00,406814812.61,443316785.37,91.36,91.36
LU,Luxembourg,2014LU16RFOP001,Luxembourg - ERDF,ERDF,More developed,2016,19502403.00,549967.77,0.00,0.00,366645.18,0.00,0.00,916612.95,312993.86,0.00,312993.86,1229606.81,6.30,6.30
DE,Germany,2014DE16RFOP010,Rheinland-Pfalz - ERDF,ERDF,More developed,2020,186025744.00,5245925.94,0.00,0.00,23169506.24,3707313.49,11047085.92,13661032.77,85178129.10,0.00,88885442.59,102546475.36,55.12,55.12
DE,Germany,2014DE05SFOP015,Rheinland-Pfalz - ESF,ESF,REACT-EU,2022,27124562.00,3098309.85,0.00,0.00,955599.22,0.00,413107.98,3640801.09,0.00,0.00,0.00,3640801.09,13.42,13.42
DE,Germany,2014DE05SFOP003,Baden-Württemberg - ESF,ESF,More developed,2022,259657066.00,7322329.26,0.00,0.00,42726570.21,12819536.76,21322800.97,15906561.74,233991622.67,11171471.71,235639687.72,251546249.46,96.88,96.88
GR,Greece,2014GR16M2OP008,Pelonnesus - ERDF/ESF,ESF,Transition,2020,64816751.00,2082550.56,3644463.48,0.00,7655045.89,945576.93,3353318.84,9083164.16,14816355.32,0.00,15761932.25,24845096.41,38.33,38.33
GR,Greece,2014GR16M2OP001,Competitiveness Entrepreneurship and Innovation - GR - ERDF/ESF,ERDF,REACT-EU,2021,1607882353.00,176867058.83,0.00,0.00,32157647.06,0.00,0.00,209024705.89,927237839.83,0.00,927237839.83,1136262545.72,70.67,70.67
HU,Hungary,2014HU16M1OP001,Environmental and Energy Efficiency  - HU - ERDF/CF,ERDF,Less developed,2022,85836949.00,2420601.96,0.00,0.00,14124469.96,1381111.75,9071062.18,6092897.99,76079933.29,2977739.05,74483305.99,80576203.98,93.87,93.87
ES,Spain,2014ES05M9OP001,Youth Employment - ES - ESF/YEI,ESF,More developed,2023,142407055.00,8926713.25,0.00,0.00,35356547.89,6095312.19,21150763.11,17037185.84,227227216.17,1497565.98,231824962.38,248862148.22,174.75,174.75
SK,Slovakia,2014SK16RFTA001,Technical Assistance - SK - ERDF,ERDF,Less developed,2017,159071912.00,4772157.36,0.00,0.00,7357075.93,0.00,3181438.24,8947795.05,21066705.44,0.00,21066705.44,30014500.49,18.87,18.87
DE,Germany,2014DE16RFOP003,Berlin - ERDF,ERDF,More developed,2018,635213023.00,17913007.26,0.00,0.00,44036142.86,0.00,27615886.20,34333263.92,156998113.51,0.00,156998113.51,191331377.43,30.12,30.12
FR,France,2014FR16RFOP007,Réunion – ERDF,ERDF,Outermost or Northern Sparsely Populated,2017,190284816.00,5366031.78,0.00,0.00,8272632.33,0.00,3577354.52,10061309.59,760050.04,0.00,760050.04,10821359.63,5.69,5.69
GR,Greece,2014GR16M2OP012,Attica - ERDF/ESF,ERDF,More developed,2023,580360035.00,25467990.00,44568982.50,0.00,96080554.86,44254731.73,54148415.50,67714380.13,468390923.13,0.00,512645654.86,580360034.99,100.00,100.00
IT,Italy,2014IT05M2OP001,Education - IT - ESF/ERDF,ERDF,REACT-EU,2023,1291676210.00,154901431.50,0.00,0.00,51667048.40,1357795.10,24475729.10,180734955.70,575952743.50,0.00,577310538.60,758045494.30,58.69,58.69
CZ,Czechia,2014CZ16RFOP002,Integrated Regional Programme - CZ - ERDF,ERDF,More developed,2021,24149612.00,681019.05,0.00,0.00,3490826.38,156779.91,2263583.67,1751481.85,3006506.54,0.00,3163286.45,4914768.30,20.35,20.35
UK,United Kingdom,2014UK05M9OP001,England  - ESF/YEI,ESF,Transition,2016,707848305.00,19961322.21,0.00,0.00,13307548.14,0.00,0.00,33268870.35,0.00,0.00,0.00,33268870.35,4.70,4.70
TC,Interreg,2014TC16I5CB003,IPA CBC Croatia - Serbia,IPAE-contribution from ERDF,,2019,17146594.00,3543982.50,0.00,0.00,0.00,0.00,0.00,3543982.50,3981735.18,0.00,3981735.18,7525717.68,43.89,43.89
IT,Italy,2014IT16M2OP006,Calabria  - ERDF/ESF,ESF,Less developed,2019,254339876.00,7172384.49,0.00,0.00,24505647.02,742282.45,16889829.43,14045919.63,61610281.16,0.00,62352563.61,76398483.24,30.04,30.04
TC,Interreg,2014TC16RFCB004,Interreg V-A - Austria–Germany/Bayern,ERDF,,2019,54478064.00,1634341.92,0.00,0.00,5584001.56,298523.36,3719233.86,3200586.26,15920386.27,0.00,16218909.63,19419495.89,35.65,35.65
IT,Italy,2014IT05M2OP002,Governance and Institutional Capacity - IT - ESF/ERDF,ESF,Less developed,2020,271668085.00,8150042.55,0.00,0.00,35996021.26,2240371.46,19855887.45,22049804.90,61486716.97,0.00,63727088.43,85776893.33,31.57,31.57
SK,Slovakia,2014SK05M0OP001,Human Resources - SK - ESF/ERDF/YEI,YEI ESF Matching Component,,2015,122175259.00,1443505.18,0.00,0.00,0.00,0.00,0.00,1443505.18,0.00,0.00,0.00,1443505.18,1.18,1.18
PT,Portugal,2014PT16M2OP006,Madeira - ERDF/ESF,ERDF,More developed,2020,213438722.00,7106296.86,0.00,0.00,26902409.53,7658221.00,9519412.84,16831072.55,103507671.58,0.00,111165892.58,127996965.13,59.97,59.97
FR,France,2014FR16M0OP008,Picardie - ERDF/ESF/YEI,YEI ESF Matching Component,,2022,11458310.00,214580.34,0.00,0.00,1764814.23,307598.28,753252.58,918543.71,5569572.30,0.00,5877170.58,6795714.29,59.31,59.31
TC,Interreg,2014TC16RFCB015,Interreg V-A - Slovakia-Hungary,ERDF,,2015,155808987.00,3116179.74,0.00,0.00,0.00,0.00,0.00,3116179.74,0.00,0.00,0.00,3116179.74,2.00,2.00
TC,Interreg,2014TC16RFCB052,Interreg V-A - Italy-Austria,ERDF,,2021,82238866.00,2467165.98,0.00,0.00,12541427.08,1024778.88,7956904.69,6026909.49,39405858.65,0.00,40430637.53,46457547.02,56.49,56.49
ES,Spain,2014ES05M9OP001,Youth Employment - ES - ESF/YEI,YEI Specific Allocation,,2023,1392268322.00,33022371.03,273613931.35,273613931.35,245326788.64,29878421.51,148455254.24,100015483.92,1197676882.47,104635299.41,1122920004.57,1222935488.49,87.84,87.84
IT,Italy,2014IT16M2OP004,Metrolitan Cities - IT - ERDF/ESF,ERDF,Less developed,2016,323562214.00,9124454.43,0.00,0.00,6082969.62,0.00,0.00,15207424.05,0.00,0.00,0.00,15207424.05,4.70,4.70
